,Video_ID,Title,Published_Date,View_count,Like_count,Comment_count,Duration,Defintion,Caption,Month,Year,Weekday,LikeRatio,Videos_with_Mill,url
234,rFsPtD0oBGM,Bentley Continental GT vs Bentley Speed 8 | Top Gear: Series 26,2019-06-23,364937,7737,411,PT4M11S,hd,false,6,2019,Sunday,2.12,0,https://www.youtube.com/watch?v=rFsPtD0oBGM
235,rWKL9glulWw,EXCLUSIVE: Chris Harris vs the Ferrari 488 Pista | Top Gear: Series 27,2019-06-16,377642,6566,425,PT3M,hd,false,6,2019,Sunday,1.74,0,https://www.youtube.com/watch?v=rWKL9glulWw
236,9RodUFaR_WQ,Porsche Panamera Turbo Sport Turismo vs Ferrari GTC4Lusso V12 | Top Gear: Series 26,2019-06-16,785348,10561,527,PT4M54S,hd,false,6,2019,Sunday,1.34,0,https://www.youtube.com/watch?v=9RodUFaR_WQ
237,4w5W97m2FQU,Lamborghini Urus vs Merc G63 vs Merc AMG GT 4dr | Drag Races | Top Gear,2019-06-08,891049,16408,878,PT1M50S,hd,false,6,2019,Saturday,1.84,0,https://www.youtube.com/watch?v=4w5W97m2FQU
238,E3W3WDAcgUY,The Cars of Series 27 | NEW Top Gear Trailer,2019-06-07,209632,2547,259,PT1M4S,hd,false,6,2019,Friday,1.21,0,https://www.youtube.com/watch?v=E3W3WDAcgUY
239,rTLX4FYki70,The Toyota Supra | Top Gear,2019-05-30,1343609,14175,3125,PT8M14S,hd,true,5,2019,Thursday,1.05,1,https://www.youtube.com/watch?v=rTLX4FYki70
240,P9ALuPFoo9Q,NEW Top Gear: Series 27 Trailer,2019-05-28,335822,3014,941,PT1M,hd,false,5,2019,Tuesday,0.9,0,https://www.youtube.com/watch?v=P9ALuPFoo9Q
241,r_fFsqBQGYU,The NEW McLaren GT | Top Gear,2019-05-15,639260,12748,1461,PT6M15S,hd,false,5,2019,Wednesday,1.99,0,https://www.youtube.com/watch?v=r_fFsqBQGYU
242,9dbT6yGT7bQ,Mercedes-AMG S63 Coupe | Chris Harris Drives | Top Gear,2019-05-10,1369697,23194,1365,PT10M55S,hd,true,5,2019,Friday,1.69,1,https://www.youtube.com/watch?v=9dbT6yGT7bQ
243,rHipjF5HQa4,Lotus vs Audi vs Porsche | Drag Races | Top Gear,2019-05-07,320200,6953,579,PT1M32S,hd,false,5,2019,Tuesday,2.17,0,https://www.youtube.com/watch?v=rHipjF5HQa4
244,8qvaO9YpL1M,How to build a 300mph Koenigsegg Jesko | Top Gear,2019-04-18,3165547,46892,2822,PT22M24S,hd,true,4,2019,Thursday,1.48,1,https://www.youtube.com/watch?v=8qvaO9YpL1M
245,tcf6pYvirbg,The McLaren 720S Track Pack | Chris Harris Drives,2019-04-12,466738,9351,762,PT7M20S,hd,false,4,2019,Friday,2.0,0,https://www.youtube.com/watch?v=tcf6pYvirbg
246,Jexb79-U_7w,Pininfarina’s 1900bhp Battista hyper-EV | Top Gear,2019-04-10,1676098,31997,3709,PT7M25S,hd,true,4,2019,Wednesday,1.91,1,https://www.youtube.com/watch?v=Jexb79-U_7w
